1.035856724246331240e-03 9.455138143823482721e-04 1.017974222635942283e-03 1.267792625921915217e-03 7.190355590480645986e-04 3.297953319953972340e-04 3.009277348320349432e-04 2.493907212692825226e-04 3.927059498549656524e-04
1.363698237613064634e-03 1.361205799046860676e-03 1.443948658907290294e-03 9.643794125113736015e-04 4.539033621195898149e-04 2.039017416792798798e-04 2.145849121488740963e-04 1.854889286632133150e-04 3.135167044485687171e-04
1.473429957465910434e-03 1.239120134525872885e-03 9.636367637690934629e-04 7.569504940267979265e-04 4.557302134655660808e-04 2.864201255647902400e-04 2.894492727418818134e-04 2.231319030445710894e-04 3.559742010870170503e-04
1.113123234958379726e-03 1.007029229046496610e-03 9.498592362238156284e-04 1.109230754354095794e-03 5.057596559234767142e-04 1.890595251439197710e-04 2.093334370734112326e-04 1.798228132117163369e-04 3.315582458207622096e-04
2.100373816412037797e-03 1.946939887601750740e-03 1.595213706717668600e-03 1.227726445718113624e-03 7.455170298733548861e-04 3.276388790871553880e-04 4.069484965725234105e-04 2.963081536473399780e-04 4.000664404442133559e-04
4.698873960577998332e-03 4.097043125831145716e-03 3.704178980711514413e-03 1.801487162427672928e-03 9.712194673110463583e-04 3.730236285264254548e-04 4.089275909009426613e-04 3.446025908728778120e-04 5.829514145214709231e-04
8.371184510811424673e-04 6.796983411039292378e-04 4.326864406469788094e-04 3.367001143317338574e-04 2.631082577302379377e-04 1.759843418929207814e-04 2.195109066251976770e-04 1.804511030791822179e-04 3.159131917447322024e-04
1.149227750271375470e-03 1.004642697280955232e-03 1.036046093961129344e-03 7.998092693606295711e-04 3.680502655847295301e-04 1.872234891258095502e-04 2.187885879658679755e-04 1.694181126321581132e-04 2.593566165156602210e-04
8.754775570740669366e-04 8.563550691975674312e-04 9.807750762944600353e-04 1.492062146615236173e-03 7.389962291939333738e-04 3.395425540446694868e-04 4.093243464602380755e-04 3.303752326713205179e-04 5.023953358669341895e-04
1.918210189288727108e-03 1.755806631737799606e-03 1.728002270066086865e-03 1.214761953300502739e-03 6.661457998127229274e-04 3.954882584407126700e-04 3.397950500867441548e-04 2.784968396771780874e-04 4.166257841147213981e-04
7.992819203390677529e-04 7.236849702312309063e-04 7.132365684696662100e-04 9.741727060619265188e-04 5.790848530724534982e-04 2.628602764391807511e-04 3.050992803861340974e-04 2.451845021329557284e-04 3.561488720011940501e-04
3.927507690397291640e-03 3.393420392885815318e-03 2.985331641542243730e-03 1.405442831753589417e-03 7.907338492230131521e-04 4.029456195484559800e-04 4.237753795000021029e-04 3.125274596578186959e-04 4.996904189595863244e-04
9.239326146193160838e-04 8.174334503963098797e-04 7.436026776832527219e-04 6.666861747683938688e-04 3.937791345909325003e-04 1.914256145525428110e-04 1.907425677050156310e-04 1.645301099675311463e-04 2.831304193984252038e-04
1.282717190206117408e-03 1.075101864727034950e-03 9.331232673952527534e-04 1.030818033229685682e-03 7.170281525372690368e-04 3.594976990006770734e-04 3.121403752111007179e-04 2.734470994942839184e-04 4.114740962919416489e-04
1.608086301444711097e-03 1.345285824811082165e-03 1.191086279378472668e-03 8.553374271011993102e-04 3.536940635116003762e-04 1.895622885685899206e-04 1.992466727478436894e-04 1.595661427711281277e-04 2.642122681071334966e-04
1.965674120559812721e-03 1.811476067326678319e-03 1.691719784193246312e-03 1.261436264729409729e-03 4.890310559058086426e-04 2.070613041278424049e-04 2.485047090383663004e-04 2.031773395663183379e-04 3.119299730689473193e-04
1.100115545143109941e-03 1.003617179332838560e-03 1.002649674692657200e-03 7.843911597327224428e-04 3.729177300906272308e-04 1.770073562465945827e-04 1.829236358512620342e-04 1.549298314380553876e-04 2.433099329288701540e-04
1.150328392324206916e-03 9.520562298288570702e-04 8.825169666484278252e-04 9.127820027854394169e-04 3.819705297578579462e-04 1.934786601700544395e-04 2.081639217192954305e-04 1.798615892152355400e-04 3.112148851347473766e-04
1.528083746660469089e-03 1.298207810567664211e-03 1.257672591983727273e-03 1.346466041084237730e-03 7.860467189102493535e-04 2.851861027950430838e-04 3.563440484619651016e-04 2.841986435666576938e-04 4.066115841547812693e-04
1.907049756026735210e-03 1.775016405142659792e-03 1.792712875563040598e-03 1.515686689730566528e-03 1.417366620663829124e-03 7.960636806942922306e-04 7.982468762659511441e-04 6.273185570029315983e-04 9.873654119836317022e-04
2.404666481384376553e-03 2.434439846895619652e-03 2.533606794474563273e-03 1.310634708223901157e-03 5.504812966239391869e-04 1.955037376135670968e-04 2.019633024656908304e-04 1.654541939526410488e-04 2.684696937356179092e-04
8.315290249030216074e-04 7.603882230944325471e-04 8.068398424896372489e-04 8.543709332071713902e-04 4.071202411692897982e-04 1.809451874024148310e-04 2.063913993715082995e-04 1.678500326931509079e-04 2.561925579351864712e-04
6.941766934098758668e-04 6.019954158225093721e-04 4.060194093857827369e-04 4.343189352482568211e-04 2.902253223882045319e-04 2.340436400944945206e-04 2.876860403475678396e-04 2.686088614067827507e-04 4.908485586188060523e-04
1.222244711527764593e-03 1.123344601009934607e-03 1.330564234916620237e-03 1.504320080852217245e-03 7.037070033173442596e-04 3.492796342861037573e-04 3.289882004635646950e-04 2.471742928917830540e-04 3.835696647913611201e-04
1.595188258571855755e-03 1.471442774553244348e-03 1.356511309165808754e-03 1.561296001580725346e-03 8.394286680999396566e-04 4.004200444300831663e-04 3.598544657832380977e-04 3.268599909049818564e-04 5.466399503362140422e-04
1.123253110168587199e-03 1.062002960865449097e-03 1.081145099091518347e-03 1.130983689352493826e-03 7.199840689997571985e-04 2.932757170457378493e-04 3.364499840641244077e-04 2.647996507554317702e-04 4.228445399043767594e-04
1.436963378711908490e-03 1.187865846109525947e-03 7.893183035867501474e-04 4.530818447103790447e-04 2.070844760511114657e-04 1.858788960462653961e-04 1.944024131304011860e-04 1.929324435092638623e-04 3.957161712369039464e-04
1.685253208949744064e-03 1.766694936020218876e-03 2.089230604442882111e-03 1.932280451244272612e-03 9.863832609819933595e-04 3.928672325377302599e-04 3.947620089195247317e-04 3.196553606426011385e-04 5.136843139734725838e-04
2.671393408455458029e-03 2.894915108681450633e-03 3.310706525027073965e-03 1.890493705681395298e-03 1.094334290725917924e-03 4.660764256627647484e-04 4.172591941609127275e-04 3.456290540444495463e-04 5.638756458674620831e-04
7.244693701300430888e-04 6.624653929656609819e-04 8.148972540888976823e-04 1.280684824720879078e-03 8.348743931683166863e-04 3.209409008271268959e-04 3.263618328057660278e-04 2.739561495022080351e-04 4.099491760300999488e-04
1.346294435842443349e-03 1.341964494238734318e-03 1.433338147204255009e-03 8.200717961877046491e-04 3.568756378096171744e-04 1.650617131485621059e-04 1.919095524942626696e-04 1.581929473215559767e-04 2.614152178084250266e-04
1.022963994289805001e-03 8.765189116510807565e-04 7.128580668784856300e-04 8.779441801249898703e-04 5.892940652221234643e-04 3.486112063784130299e-04 3.990805190658974766e-04 3.451227284456681588e-04 5.384524370362075985e-04
2.616811553006082036e-03 2.073566854435604512e-03 1.432664468815403325e-03 6.873730384306941943e-04 4.823046230737482176e-04 3.106706329123465338e-04 3.404361250463061594e-04 2.912117212812148637e-04 4.749755803088451245e-04
1.128003132368604611e-03 1.137178782303127633e-03 1.236925581453496292e-03 1.004010337401162190e-03 6.486801861009805492e-04 3.336186684677056036e-04 3.636976711181016952e-04 2.893816778750668561e-04 4.381479277322242183e-04
1.875297672266240667e-03 1.659942902747291171e-03 1.303397944130813002e-03 5.161776692836905767e-04 2.662683993430725593e-04 1.557306806350133854e-04 1.880206606830192584e-04 1.499331224512623351e-04 2.614966958769393557e-04
1.209746325409710721e-03 1.152883752494116010e-03 1.075733639021914101e-03 9.323443923876517658e-04 5.285169435711445374e-04 2.499812825420555384e-04 2.522671373619278512e-04 2.060937002672513785e-04 3.114025620942761918e-04
1.089375208852549903e-03 1.025088167827314933e-03 9.969040315862542911e-04 8.518612486776433457e-04 4.211310779473897981e-04 1.826378112443904911e-04 2.096159635287531131e-04 1.730525986440856201e-04 2.895032598011493263e-04
1.128815910873770534e-03 1.068775735159954721e-03 1.036482327074539356e-03 1.065085147788469300e-03 6.902170377993677164e-04 3.285812787099384735e-04 3.509824396683569603e-04 2.757455813648945764e-04 3.919755722785467356e-04
1.822602803922990233e-03 1.464945967081687783e-03 1.226145494181318796e-03 9.134361983000882645e-04 4.500578060497861799e-04 2.051227959400936385e-04 2.374097235302574660e-04 1.866584748830835139e-04 2.803179988228876596e-04
2.151527125721752753e-03 2.133530373912728706e-03 2.123710571488635068e-03 1.628183894130774689e-03 8.814955052041106853e-04 4.003068560729516889e-04 4.602105992494998077e-04 3.679913851888372278e-04 5.124666897422525125e-04
1.050951661789811808e-03 1.052052073664544452e-03 1.145948780981731474e-03 1.037292387285004835e-03 5.634503809732738233e-04 2.548264751129902805e-04 2.769538759217482493e-04 2.373573337621781576e-04 3.732193040646425430e-04
1.437365475786211988e-03 1.245778198761371414e-03 1.366626646901680786e-03 2.075343016208819336e-03 1.193229297829612179e-03 4.699746598559872979e-04 5.292129739975504066e-04 4.026894852862117347e-04 5.564817064931393276e-04
